_price,dd
96.2678158,0.038415797
106.669653,0.056010382
106.8235323,0.054648604
106.9987787,0.053097733
107.1018523,0.052185568
107.4198858,0.049371081
107.4353601,0.049234139
107.4832202,0.048810593
107.5003036,0.048659411
107.5245166,0.048445134
107.5396197,0.048311477
99.34538451,0.062652029
100.0119322,0.056362988
100.1605651,0.054960601
100.2447053,0.054166718
100.3907621,0.052788635
100.4125786,0.052582791
100.4125786,0.052582791
100.5313004,0.051462622
100.6890526,0.049974192
100.7892693,0.049028623
97.47457489,0.050497462
97.48625517,0.050383684
97.48706873,0.050375759
97.67999077,0.0484965
97.71397208,0.048165487
97.79076656,0.04741743
100.3723509,0.045982768
100.6065625,0.043756638
98.23374184,0.043102395
100.7708973,0.042194672
97.24265672,0.054781044
97.25433712,0.054667508
97.25515021,0.054659605
99.19943555,0.054655099
97.48209917,0.052453613
97.4866323,0.05240955
97.55892656,0.051706835
99.85795469,0.048379583
99.86602113,0.048302712
97.96514491,0.047758308
107.1170271,0.053671438
107.2735631,0.052288515
107.4324703,0.050884646
107.4777431,0.050484681
107.6232428,0.04919926
99.94174853,0.049143386
100.1760087,0.046914609
107.9730318,0.046109039
107.9923547,0.04593833
108.0246047,0.045653416
110.3239276,0.036524591
110.3748302,0.036080052
110.5332147,0.034696856
110.6141347,0.033990169
110.7652122,0.032670787
105.7483668,0.032190179
105.7571651,0.032109657
110.9833644,0.030765631
111.0522285,0.03016423
106.0694239,0.029251862
104.3117171,0.051664486
104.3979344,0.050880653
104.4591981,0.050323682
104.4719293,0.050207938
104.5442327,0.049550602
104.630171,0.048769306
104.6627696,0.04847294
104.6754942,0.048357257
104.6989588,0.048143931
104.7267841,0.047890961
98.27424709,0.062530989
98.46088384,0.060750602
98.52013177,0.060185417
98.62738165,0.059162327
98.85179085,0.057021617
98.89396591,0.056619296
98.93683878,0.056210318
98.95883924,0.056000448
98.99732869,0.055633285
99.08014636,0.054843262
99.06524901,0.056290051
99.29957696,0.054057809
99.46387326,0.052492698
99.50681094,0.052083668
99.50681094,0.052083668
99.71375827,0.050112257
99.96657391,0.047703899
99.99707735,0.047413319
100.0706136,0.046712802
100.115308,0.046287036
